Tittle_Name,tmdb_id,name,media_type,vote_average,vote_count,popularity,release_date,runtime,genres,director,top_cast,overview
"""Luna Petunia",69930,Luna Petunia,tv,6.5,6,2.2037,2016-12-09,,"Kids, Animação",Donnie Anderson,,Luna Petúnia acompanha as aventuras de uma garota que vive em nosso mundo e brinca em uma terra dos sonhos onde aprende como tornar o impossível possível.
"""Bebefinn",241948,Bebefinn,tv,0.0,0,1.9045,2023-02-01,,"Animação, Kids",,,
"""The Smurfs",5687,Os Smurfs,tv,6.977,554,31.8471,1981-09-12,,"Animação, Família, Sci-Fi & Fantasy, Kids, Comédia",,"Don Messick, Lucille Bliss, Frank Welker, Michael Bell, June Foray","Os Smurfs são pequenas criaturinhas azuis que vivem em uma aldeia escondida na floresta. Eles são perseguidos pelo malvado feiticeiro Gargamel, que precisa deles como ingrediente para uma fórmula mágica."
"""Os Smurfs",5687,Os Smurfs,tv,6.977,554,31.8471,1981-09-12,,"Animação, Família, Sci-Fi & Fantasy, Kids, Comédia",,"Don Messick, Lucille Bliss, Frank Welker, Michael Bell, June Foray","Os Smurfs são pequenas criaturinhas azuis que vivem em uma aldeia escondida na floresta. Eles são perseguidos pelo malvado feiticeiro Gargamel, que precisa deles como ingrediente para uma fórmula mágica."
"""Galinha Pintadinha Mini",103048,Galinha Pintadinha Mini,tv,2.0,1,0.1717,2017-01-13,,"Animação, Kids",,,"Com o Pintinho Amarelinho, o Galo Carijó e toda sua turma, a Galinha Pintadinha vai participar de diversas atividades educativas com muita música e diversão."
"""Cúmplices de um Resgate",64146,Cúmplices de um Resgate,tv,7.3,7,9.4144,2015-08-03,,"Soap, Drama, Família",Reynaldo Boury,"Larissa Manoela, João Guilherme Ávila, Giovanna Chaves, Juliana Baroni, Duda Nagle","Manuela e Isabela, irmãs gêmeas, foram separadas após o nascimento e se reencontram somente após 12 anos. Elas decidem trocar de lugar, mas o plano não funciona tão bem quando uma competição musical começa e as duas tentam manter a farsa."
"""Captain Tsubasa (2018)",77240,Captain Tsubasa,tv,8.2,719,24.5392,2018-04-03,,"Animação, Comédia, Drama",,"Yuko Sanpei, Kenichi Suzumura, 福原綾香, Mutsumi Tamura, Takuya Sato","A história do capitão de futebol Tsubasa Oozora e seu relacionamento com seus companheiros de equipe, rivalidade com seus oponentes, treinamento, competição e a ação e o resultado de cada partida de futebol."
"""Power Rangers Dino Fury",2328,Power Rangers,tv,7.1,824,21.5888,1993-08-28,,"Action & Adventure, Sci-Fi & Fantasy, Kids",,"David Yost, Kai Moya, Hunter Deno, Tessa Rao, Jacqueline Joe","Um grupo de corajosos e fortes adolescentes é recrutado para fazer a segurança do mundo contra malvados e terríveis monstros. Juntos, eles formam os Power Rangers, super-heróis com poderes e portadores de equipamentos de alta tecnologia."
"""Spider-Man",2640,Spider-Man,tv,7.3,124,6.7894,1978-05-17,,"Action & Adventure, Sci-Fi & Fantasy",,"藤堂新二, 安藤三男, 賀川ゆき絵, Rie Rinehart, Tina Margo","Spider-Man (スパイダーマン Supaidāman) é uma live-action japonesa produzida pela Toei, baseado parcialmente no personagem da Marvel, Homem-Aranha. Ao todo, a série teve 41 episódios, exibidos no Tokyo Channel 12 entre 17 de maio de 1978 e 14 de março de 1979."
"""Guerreiras do K-Pop",803796,Guerreiras do K-Pop,movie,8.079,2442,46.3951,2025-06-20,95.0,"Fantasia, Música, Comédia, Animação",Chris Appelhans,"Arden Cho, May Hong, Ji-young Yoo, Ahn Hyo-seop, 김윤진","Quando não estão lotando estádios, as estrelas do K-pop Rumi, Mira e Zoey usam seus poderes secretos para proteger os fãs contra ameaças sobrenaturais."
"""Guerreiras do K-Pop""",803796,Guerreiras do K-Pop,movie,8.079,2442,46.3951,2025-06-20,95.0,"Fantasia, Música, Comédia, Animação",Chris Appelhans,"Arden Cho, May Hong, Ji-young Yoo, Ahn Hyo-seop, 김윤진","Quando não estão lotando estádios, as estrelas do K-pop Rumi, Mira e Zoey usam seus poderes secretos para proteger os fãs contra ameaças sobrenaturais."
"""Car Masters",82357,Midas do Ferro-Velho,tv,7.462,92,3.1476,2018-09-14,,Reality,,"Mark Towle, Shawn Pilot, Constance Nunes, Tony Quinones, Michael 'Caveman' Pyle","Em busca de uma raridade que possa valer uma nota no mercado, a equipe da Gotham Garage transforma e negocia uma eclética coleção de veículos."
"""The Garfield Show",18352,O Show do Garfield .,tv,6.352,108,18.3277,2009-11-02,,"Animação, Comédia, Kids",Philippe Vidal,"Jason Marsden, Frank Welker, Gregg Berger, Wally Wingert, Julie Payne","Garfield, o felino favorito de todos, se concentra em suas desventuras peculiares, sempre destacando o seu amor por lasanha."
"""Go! Go! Cory Carson",696048,Go! Go! Cory Carson: Chrissy,movie,4.75,8,0.4946,2020-05-01,42.0,"Animação, Família",Alex Woo,"Alan C. Lim, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Terrance Smith","As crianças da família Carson vencem um show de talentos com um passo criado por Cory. Mas sua irmã passa a ser a queridinha quando o ""Chrissy"" vira uma sensação."
"""Galinha Pintadinha",67200,Galinha Pintadinha 1,movie,8.833,9,0.2642,2008-01-01,30.0,"Animação, Música",Marcos Patrizzi Luporini,,"Para crianças de todas as idades, o filme da Galinha Pintadinha e sua turma contém novas versões das tradicionais cantigas populares brasileiras.  Todas com animações super divertidas que ensinam como é bom cantar e aprender.  As letras saltitantes ajudam na leitura e as versões karaokê vão fazer a criançada exercitar o lado musical."
"""Monster High",41974,Monster High,tv,7.682,44,14.3976,2010-05-05,,"Comédia, Animação",,"Kate Higgins, Debi Derryberry, Salli Saffioti, Laura Bailey, Salli Saffioti","Quem disse que é fácil ser uma nova monstrinha na escola? Será uma primeira semana terrível para Frankie Stein, de 15 anos, que precisa lutar para se enturmar, se destacar e ganhar a amizade da garota mais popular da escola: Cleo De Nile."
"""Demon Slayer",1311031,Demon Slayer: Kimetsu no Yaiba Castelo Infinito,movie,7.672,745,91.9652,2025-07-18,155.0,"Animação, Ação, Fantasia",外崎春雄,"Natsuki Hanae, Takahiro Sakurai, Akira Ishida, Hiro Shimono, Yoshimasa Hosoya","Enquanto os membros dos caçadores e os Hashira participavam de um rigoroso programa de fortalecimento coletivo, conhecido como Treinamento dos Hashira, em preparação para a batalha final contra os demônios, Muzan Kibutsuji aparece na Mansão Ubuyashiki. Com a vida do líder da organização em risco, Tanjiro e os Hashira correm até o quartel-general, mas acabam sendo lançados, pelas mãos de Muzan, em uma queda profunda rumo a um espaço misterioso para um confronto final, o Castelo Infinito."
"""SAKAMOTO DAYS",207332,SAKAMOTO DAYS,tv,8.097,299,21.0597,2025-01-11,,"Animação, Comédia, Action & Adventure",,"Tomokazu Sugita, Nobunaga Shimazaki, Ayane Sakura, Nao Toyama, Hina Kino","Taro Sakamoto já foi o maior assassino de aluguel de todos os tempos, mas largou tudo por amor. Agora, com o passado à espreita, ele vai ter que lutar como nunca."
"""Teletubbies",1682,Teletubbies,tv,4.4,161,15.2545,1997-03-31,,"Família, Kids, Animação",,"Pui Fan Lee, John Simmit, Nikky Smedley, Simon Shelton, Jessica Smith",
"""Cleo & Cuquin",81913,Cleo & Cuquin,tv,6.5,15,2.6125,2018-01-22,,"Animação, Kids",,Ruben Ray,As brincadeiras de Cuquin criam confusão com Cleo e toda a família Telerín.
"""The Looney Tunes Show",32605,O Show dos Looney Tunes,tv,8.1,544,18.6503,2011-05-03,,"Animação, Comédia, Família, Kids",,"Jeff Bergman, Bob Bergen, Kristen Wiig, Billy West, Maurice LaMarche","O conceito do show gira em torno dos companheiros de quarto Pernalonga e Patolino que vivem no subúrbio de Los Angeles com ""vizinhos diferentes"", incluindo Lola, Tina, Gaguinho, Frangolino, Hortelino, Frajola, Piu-Piu, Vovó, Gossamer, Eufrazino, Ligeirinho, Marvin, Pete Puma e muitos outros. O humor e os diálogos são mais voltados ao público adulto, que assistiam aos clássicos desenhos animados da Warner Bros."
"""Vera - Dia dos Fofizovos""",790765,Vera - Dia dos Fofizovos,movie,0.0,0,0.0071,2020-10-01,0.0,,,,"A primavera chegou, e o Dia dos Fofizovos está quase aí no Reino do Arco-Íris. O problema é que Bartleby tem certeza de que há um monstro ladrão de ovos à solta."
"""O Show da Luna!",76413,O Show da Luna!,tv,4.0,2,2.56,2014-08-16,,Animação,Celia Catunda,,"Luna é uma garotinha curiosa de seis anos que ama a ciência. Junto do irmão Júpiter e do furão de estimação Cláudio, ela explora a natureza e aprende sobre o mundo!"
"""CoComelon",209710,Turma CoComelon,tv,7.6,31,1.8189,2023-11-17,,"Animação, Kids",,"Cruze McKinnon, Samantha Alarcon, Denzel Onaba, Diana Tsoy, Sebastian Billingsley-Rodriguez","Explore os sentimentos e o mundão lá fora com os personagens de CoComelon, que vão levar você em aventuras cheias de imaginação."
"""Simon",84338,Simon Assassino,movie,5.848,89,2.2797,2012-04-12,105.0,"Drama, Thriller",Antonio Campos,"Brady Corbet, Mati Diop, Constance Rousseau, Lila Salet, Solo","Após se formar na faculdade, Simon viaja a Paris para se recuperar da separação de sua namorada. No processo, ele conhece uma jovem prostituta, com quem começa um relacionamento. Pouco a pouco a verdadeira natureza de Simon será exposta."
"""Amazing Digital Circus",261145,O Incrível Circo Digital,tv,8.44,150,10.4579,2023-10-13,,"Animação, Comédia, Sci-Fi & Fantasy, Action & Adventure",,"Lizzie Freeman, Alex Rochon, Michael Kovach, Amanda Hufford, Marissa Lenti","Uma mulher e outras cinco pessoas vão parar em uma realidade virtual bizarra, à mercê dos próprios traumas e de uma inteligência artificial desequilibrada."
"""O Incrível Circo Digital",261145,O Incrível Circo Digital,tv,8.44,150,10.4579,2023-10-13,,"Animação, Comédia, Sci-Fi & Fantasy, Action & Adventure",,"Lizzie Freeman, Alex Rochon, Michael Kovach, Amanda Hufford, Marissa Lenti","Uma mulher e outras cinco pessoas vão parar em uma realidade virtual bizarra, à mercê dos próprios traumas e de uma inteligência artificial desequilibrada."
"""Mamonas Assassinas",425531,Mamonas Assassinas Ao Vivo em Valinhos 1996,movie,0.0,0,0.0352,2002-01-02,67.0,,,"Dinho, Bento Hinoto, Julio Rasec, Samuel Reoli, Sérgio Reoli","Show gravado em 1996 na cidade de Valinhos, em comemoração aos 100 anos da cidade, registro raro retirado de arquivo familiar, originalmente gravado em VHS  Contém biografia, álbum de fotografia e Bastidores.  Músicas:  01. Chopis Centis  02. Jumento Celestino  03. 1406  04. Mundo Animal  05. Vira-vira  06. Sabão Crá-crá  07. Robocop Gay  08. Débil Mental  09. Boys Don´t Cry  10. Uma Arlinda Mulher  11. Lá Vem o Alemão  12. Sábado de Sol"
"""DNA DO CRIME",235924,DNA DO CRIME,tv,7.5,119,5.1128,2023-11-14,,"Drama, Crime, Action & Adventure",,"Maeve Jinkings, Rômulo Braga, Thomás Aquino, Alex Nader",Um grupo de agentes federais vai ter que arregaçar as mangas e desenrolar a investigação de um roubo espetacular.
"""Ben 10 (Classic)",4686,Ben 10,tv,8.2,1756,25.2532,2005-12-27,,"Animação, Sci-Fi & Fantasy, Action & Adventure, Comédia, Kids",,"Tara Strong, Meagan Moore, Paul Eiding","Ben Tennyson era um garoto comum de 10 anos de idade que durante uma aborrecida viagem de férias em companhia de seu avô Max e de sua prima Gwen descobre um estranho objeto alienígena chamado Omnitrix trazido para a Terra por um meteorito. Agora com o Omnitrix, ele pode se transformar em 10 diferentes heróis alienígenas cada um com seus próprios poderes. Ben vai precisar de todos os poderes para salvar o mundo da presença de Vilgax e de ameaças extraterrestres"
"""Bita e o Nosso Dia""",377322,Bita e o Nosso Dia,movie,0.0,0,0.0362,2015-09-01,0.0,"Música, Animação",,,
"""Exterritorial""",1233069,Exterritorial,movie,6.61,622,6.6341,2025-04-29,109.0,"Thriller, Ação",Christian Zübert,"Jeanne Goursaud, Dougray Scott, Lera Abova, Emanuel Fellmer, Annabelle Mandeng","O filho da ex-militar Sara desapareceu em um consulado americano. Ela fará de tudo para encontrá-lo, inclusive encarar uma conspiração sombria."
"""Sunderland Até Morrer",84777,Sunderland Até Morrer,tv,7.567,90,1.4178,2018-12-14,,Documentário,,,A série documental acompanha a luta do Sunderland para voltar à divisão de elite do futebol inglês depois do rebaixamento na temporada 2016-2017.
"""Cry Babies Magic Tears",116117,Cry Babies Magic Tears (Duplicated),tv,6.3,6,1.2907,2018-08-19,,"Animação, Kids, Família",,,"Estes bebezinhos cheios de personalidade vivem em um mundo mágico, onde as lágrimas de amor e felicidade são poderes especiais."
"""My Little Pony",33765,My Little Pony:  A Amizade é Mágica,tv,8.157,709,46.5981,2010-10-10,,"Animação, Comédia, Sci-Fi & Fantasy, Kids",,"Tara Strong, Andrea Libman, Ashleigh Ball, Tabitha St. Germain, Cathy Weseluck","Galope com Twilight Sparkle e seus amigos por esta série, repleta de fofura, alegria e diversão."
"""Brown e Sua Turma",215586,Brown e Sua Turma,tv,7.4,8,2.5869,2022-12-29,,"Kids, Comédia, Animação",,"Doug Erholtz, Suzie Yeung, Will Akana",Um grupinho cheio de fofura se reúne em uma cafeteria aconchegante para aprontar mil aventuras pelo bairro.
"""Ursinhos Carinhosos & Seus Primos",76004,Ursinhos Carinhosos e Seus Primos,tv,8.429,21,1.3383,2015-12-18,,"Animação, Kids, Família",,,"A turma de ursinhos está de volta com suas histórias de amor e carinho. E agora, os primos dos Ursinhos Carinhosos vieram se juntar à alegria!"
"""Tales of the Teenage Mutant Ninja Turtles",231394,Tartarugas Ninja: Histórias Mutantes,tv,7.8,32,4.2716,2024-08-08,,"Animação, Action & Adventure, Sci-Fi & Fantasy, Família, Comédia",,"Micah Abbey, Shamon Brown Jr., Nicolas Cantu, Brady Noon","Da imaginação das próprias Tartarugas, conta histórias individuais dos quatro irmãos amantes de pizza em que eles são desafiados como nunca antes."
"""Criaturinhas",112439,Criaturinhas,tv,8.833,3,2.0714,2024-07-15,,"Animação, Kids",,,"Os bichinhos Kiki, Beto, Rafa, Luli e Teshi aprendem a fazer amizades, experimentam comidas diferentes e fazem muitas coisas pela primeira vez na colorida Cidadinha."
"""Peppa Pig",12225,Peppa Pig,tv,6.6,734,55.2204,2004-05-31,,"Animação, Kids",,"John Sparkes, Amelie Bea Smith, Morwenna Banks, Richard Ridings, Kira Monteith",Junte-se à porquinha Peppa e sua família em aventuras da vida cotidiana que mostram que é possível aprender e se divertir em qualquer situação.
"""Bob Esponja",991494,Bob Esponja: Em Busca da Calça Quadrada,movie,6.8,218,56.5124,2025-12-16,88.0,"Animação, Família, Comédia, Aventura, Fantasia",Derek Drymon,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Carolyn Lawrence","Bob Esponja e seus amigos da Fenda do Bikini embarcam na maior aventura de suas vidas. Ao tentar provar que é grandão, ele acaba invocando o temido pirata fantasma Holandês Voador, que arrasta Bob Esponja e Patrick para uma jornada caótica no submundo. Enfrentando desafios enormes e com uma equipe de resgate em seu encalço, Bob Esponja descobre que a verdadeira coragem aparece quando os amigos encaram o desconhecido juntos."
"""Frieren e a Jornada para o Além",209867,Frieren e a Jornada para o Além,tv,8.772,707,91.5248,2023-09-29,,"Animação, Action & Adventure, Drama, Sci-Fi & Fantasy",,"Atsumi Tanezaki, Kana Ichinose, Chiaki Kobayashi, Nobuhiko Okamoto, Hiroki Touchi","Décadas depois de derrotar o Rei Demônio, a elfa Frieren vai ao funeral de um amigo e começa uma jornada de autoconhecimento."
"""Transformers",4269,Transformers,tv,7.8,414,31.8695,1984-10-06,,"Animação, Kids, Action & Adventure, Sci-Fi & Fantasy",,"Peter Cullen, Frank Welker, Richard Gautier, Jack Angel, Susan Blu","The Transformers é a primeira série de televisão animada da franquia Transformers. A série retrata uma guerra entre robôs gigantes que podem se transformar em veículos e outros objetos. Escrita e gravada na América, a série foi animada no Japão e na Coréia do Sul. A série inteira foi baseada nas linhas de brinquedos Diaclone e Microman, originalmente criadas pela fabricante de brinquedos japonesa Takara, que foram desenvolvidas na linha de brinquedos Transformers pela empresa americana Hasbro. A série foi complementada por um longa-metragem, The Transformers: The Movie, ocorrendo entre a segunda e a terceira temporadas. No Japão, a série se chamava Fight! Transformers Super Robot Life para as temporadas 1 e 2, e Transformers 2010 para a terceira temporada. Após a conclusão da série em 1987, os japoneses criaram Transformers: The Headmasters, uma série de sequências."
